Codepoints	Name	Group	Subgroup	Version	Status
1F447 1F3FB	backhand index pointing down: light skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F447 1F3FC	backhand index pointing down: medium-light skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F447 1F3FD	backhand index pointing down: medium skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F447 1F3FE	backhand index pointing down: medium-dark skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F447 1F3FF	backhand index pointing down: dark skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
261D FE0F	index pointing up	People & Body	hand-single-finger	E0.6	fully-qualified
261D 1F3FB	index pointing up: light skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
261D 1F3FC	index pointing up: medium-light skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
261D 1F3FD	index pointing up: medium skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
261D 1F3FE	index pointing up: medium-dark skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
261D 1F3FF	index pointing up: dark skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1FAF5	index pointing at the viewer	People & Body	hand-single-finger	E14.0	fully-qualified
1FAF5 1F3FB	index pointing at the viewer: light skin tone	People & Body	hand-single-finger	E14.0	fully-qualified
1FAF5 1F3FC	index pointing at the viewer: medium-light skin tone	People & Body	hand-single-finger	E14.0	fully-qualified
1FAF5 1F3FD	index pointing at the viewer: medium skin tone	People & Body	hand-single-finger	E14.0	fully-qualified
1FAF5 1F3FE	index pointing at the viewer: medium-dark skin tone	People & Body	hand-single-finger	E14.0	fully-qualified
1FAF5 1F3FF	index pointing at the viewer: dark skin tone	People & Body	hand-single-finger	E14.0	fully-qualified
1F44D	thumbs up	People & Body	hand-fingers-closed	E0.6	fully-qualified
1F44D 1F3FB	thumbs up: light skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F44D 1F3FC	thumbs up: medium-light skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F44D 1F3FD	thumbs up: medium skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F44D 1F3FE	thumbs up: medium-dark skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F44D 1F3FF	thumbs up: dark skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F44E	thumbs down	People & Body	hand-fingers-closed	E0.6	fully-qualified
1F44E 1F3FB	thumbs down: light skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F44E 1F3FC	thumbs down: medium-light skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F44E 1F3FD	thumbs down: medium skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F44E 1F3FE	thumbs down: medium-dark skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F44E 1F3FF	thumbs down: dark skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
270A	raised fist	People & Body	hand-fingers-closed	E0.6	fully-qualified
270A 1F3FB	raised fist: light skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
270A 1F3FC	raised fist: medium-light skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
270A 1F3FD	raised fist: medium skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
270A 1F3FE	raised fist: medium-dark skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
270A 1F3FF	raised fist: dark skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F44A	oncoming fist	People & Body	hand-fingers-closed	E0.6	fully-qualified
1F44A 1F3FB	oncoming fist: light skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F44A 1F3FC	oncoming fist: medium-light skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F44A 1F3FD	oncoming fist: medium skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F44A 1F3FE	oncoming fist: medium-dark skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F44A 1F3FF	oncoming fist: dark skin tone	People & Body	hand-fingers-closed	E1.0	fully-qualified
1F91B	left-facing fist	People & Body	hand-fingers-closed	E3.0	fully-qualified
1F91B 1F3FB	left-facing fist: light skin tone	People & Body	hand-fingers-closed	E3.0	fully-qualified
1F91B 1F3FC	left-facing fist: medium-light skin tone	People & Body	hand-fingers-closed	E3.0	fully-qualified
1F91B 1F3FD	left-facing fist: medium skin tone	People & Body	hand-fingers-closed	E3.0	fully-qualified
1F91B 1F3FE	left-facing fist: medium-dark skin tone	People & Body	hand-fingers-closed	E3.0	fully-qualified
1F91B 1F3FF	left-facing fist: dark skin tone	People & Body	hand-fingers-closed	E3.0	fully-qualified
1F91C	right-facing fist	People & Body	hand-fingers-closed	E3.0	fully-qualified
1F91C 1F3FB	right-facing fist: light skin tone	People & Body	hand-fingers-closed	E3.0	fully-qualified
1F91C 1F3FC	right-facing fist: medium-light skin tone	People & Body	hand-fingers-closed	E3.0	fully-qualified
1F91C 1F3FD	right-facing fist: medium skin tone	People & Body	hand-fingers-closed	E3.0	fully-qualified
1F91C 1F3FE	right-facing fist: medium-dark skin tone	People & Body	hand-fingers-closed	E3.0	fully-qualified
1F91C 1F3FF	right-facing fist: dark skin tone	People & Body	hand-fingers-closed	E3.0	fully-qualified
1F44F	clapping hands	People & Body	hands	E0.6	fully-qualified
1F44F 1F3FB	clapping hands: light skin tone	People & Body	hands	E1.0	fully-qualified
1F44F 1F3FC	clapping hands: medium-light skin tone	People & Body	hands	E1.0	fully-qualified
1F44F 1F3FD	clapping hands: medium skin tone	People & Body	hands	E1.0	fully-qualified
1F44F 1F3FE	clapping hands: medium-dark skin tone	People & Body	hands	E1.0	fully-qualified
1F44F 1F3FF	clapping hands: dark skin tone	People & Body	hands	E1.0	fully-qualified
1F64C	raising hands	People & Body	hands	E0.6	fully-qualified
1F64C 1F3FB	raising hands: light skin tone	People & Body	hands	E1.0	fully-qualified
1F64C 1F3FC	raising hands: medium-light skin tone	People & Body	hands	E1.0	fully-qualified
1F64C 1F3FD	raising hands: medium skin tone	People & Body	hands	E1.0	fully-qualified
1F64C 1F3FE	raising hands: medium-dark skin tone	People & Body	hands	E1.0	fully-qualified
1F64C 1F3FF	raising hands: dark skin tone	People & Body	hands	E1.0	fully-qualified
1FAF6	heart hands	People & Body	hands	E14.0	fully-qualified
1FAF6 1F3FB	heart hands: light skin tone	People & Body	hands	E14.0	fully-qualified
1FAF6 1F3FC	heart hands: medium-light skin tone	People & Body	hands	E14.0	fully-qualified
1FAF6 1F3FD	heart hands: medium skin tone	People & Body	hands	E14.0	fully-qualified
1FAF6 1F3FE	heart hands: medium-dark skin tone	People & Body	hands	E14.0	fully-qualified
1FAF6 1F3FF	heart hands: dark skin tone	People & Body	hands	E14.0	fully-qualified
1F450	open hands	People & Body	hands	E0.6	fully-qualified
1F450 1F3FB	open hands: light skin tone	People & Body	hands	E1.0	fully-qualified
1F450 1F3FC	open hands: medium-light skin tone	People & Body	hands	E1.0	fully-qualified
1F450 1F3FD	open hands: medium skin tone	People & Body	hands	E1.0	fully-qualified
1F450 1F3FE	open hands: medium-dark skin tone	People & Body	hands	E1.0	fully-qualified
1F450 1F3FF	open hands: dark skin tone	People & Body	hands	E1.0	fully-qualified
1F932	palms up together	People & Body	hands	E5.0	fully-qualified
1F932 1F3FB	palms up together: light skin tone	People & Body	hands	E5.0	fully-qualified
1F932 1F3FC	palms up together: medium-light skin tone	People & Body	hands	E5.0	fully-qualified
1F932 1F3FD	palms up together: medium skin tone	People & Body	hands	E5.0	fully-qualified
1F932 1F3FE	palms up together: medium-dark skin tone	People & Body	hands	E5.0	fully-qualified
1F932 1F3FF	palms up together: dark skin tone	People & Body	hands	E5.0	fully-qualified
1F91D	handshake	People & Body	hands	E3.0	fully-qualified
1F91D 1F3FB	handshake: light skin tone	People & Body	hands	E14.0	fully-qualified
1F91D 1F3FC	handshake: medium-light skin tone	People & Body	hands	E14.0	fully-qualified
1F91D 1F3FD	handshake: medium skin tone	People & Body	hands	E14.0	fully-qualified
1F91D 1F3FE	handshake: medium-dark skin tone	People & Body	hands	E14.0	fully-qualified
1F91D 1F3FF	handshake: dark skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FB 200D 1FAF2 1F3FC	handshake: light skin tone, medium-light skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FB 200D 1FAF2 1F3FD	handshake: light skin tone, medium skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FB 200D 1FAF2 1F3FE	handshake: light skin tone, medium-dark skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FB 200D 1FAF2 1F3FF	handshake: light skin tone, dark skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FC 200D 1FAF2 1F3FB	handshake: medium-light skin tone, light skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FC 200D 1FAF2 1F3FD	handshake: medium-light skin tone, medium skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FC 200D 1FAF2 1F3FE	handshake: medium-light skin tone, medium-dark skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FC 200D 1FAF2 1F3FF	handshake: medium-light skin tone, dark skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FD 200D 1FAF2 1F3FB	handshake: medium skin tone, light skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FD 200D 1FAF2 1F3FC	handshake: medium skin tone, medium-light skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FD 200D 1FAF2 1F3FE	handshake: medium skin tone, medium-dark skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FD 200D 1FAF2 1F3FF	handshake: medium skin tone, dark skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FE 200D 1FAF2 1F3FB	handshake: medium-dark skin tone, light skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FE 200D 1FAF2 1F3FC	handshake: medium-dark skin tone, medium-light skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FE 200D 1FAF2 1F3FD	handshake: medium-dark skin tone, medium skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FE 200D 1FAF2 1F3FF	handshake: medium-dark skin tone, dark skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FF 200D 1FAF2 1F3FB	handshake: dark skin tone, light skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FF 200D 1FAF2 1F3FC	handshake: dark skin tone, medium-light skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FF 200D 1FAF2 1F3FD	handshake: dark skin tone, medium skin tone	People & Body	hands	E14.0	fully-qualified
1FAF1 1F3FF 200D 1FAF2 1F3FE	handshake: dark skin tone, medium-dark skin tone	People & Body	hands	E14.0	fully-qualified
1F64F	folded hands	People & Body	hands	E0.6	fully-qualified
1F64F 1F3FB	folded hands: light skin tone	People & Body	hands	E1.0	fully-qualified
1F64F 1F3FC	folded hands: medium-light skin tone	People & Body	hands	E1.0	fully-qualified
1F64F 1F3FD	folded hands: medium skin tone	People & Body	hands	E1.0	fully-qualified
1F64F 1F3FE	folded hands: medium-dark skin tone	People & Body	hands	E1.0	fully-qualified
1F64F 1F3FF	folded hands: dark skin tone	People & Body	hands	E1.0	fully-qualified
270D FE0F	writing hand	People & Body	hand-prop	E0.7	fully-qualified
270D 1F3FB	writing hand: light skin tone	People & Body	hand-prop	E1.0	fully-qualified
270D 1F3FC	writing hand: medium-light skin tone	People & Body	hand-prop	E1.0	fully-qualified
270D 1F3FD	writing hand: medium skin tone	People & Body	hand-prop	E1.0	fully-qualified
270D 1F3FE	writing hand: medium-dark skin tone	People & Body	hand-prop	E1.0	fully-qualified
270D 1F3FF	writing hand: dark skin tone	People & Body	hand-prop	E1.0	fully-qualified
1F485	nail polish	People & Body	hand-prop	E0.6	fully-qualified
1F485 1F3FB	nail polish: light skin tone	People & Body	hand-prop	E1.0	fully-qualified
1F485 1F3FC	nail polish: medium-light skin tone	People & Body	hand-prop	E1.0	fully-qualified
1F485 1F3FD	nail polish: medium skin tone	People & Body	hand-prop	E1.0	fully-qualified
1F485 1F3FE	nail polish: medium-dark skin tone	People & Body	hand-prop	E1.0	fully-qualified
1F485 1F3FF	nail polish: dark skin tone	People & Body	hand-prop	E1.0	fully-qualified
1F933	selfie	People & Body	hand-prop	E3.0	fully-qualified
1F933 1F3FB	selfie: light skin tone	People & Body	hand-prop	E3.0	fully-qualified
1F933 1F3FC	selfie: medium-light skin tone	People & Body	hand-prop	E3.0	fully-qualified
1F933 1F3FD	selfie: medium skin tone	People & Body	hand-prop	E3.0	fully-qualified
1F933 1F3FE	selfie: medium-dark skin tone	People & Body	hand-prop	E3.0	fully-qualified
1F933 1F3FF	selfie: dark skin tone	People & Body	hand-prop	E3.0	fully-qualified
1F4AA	flexed biceps	People & Body	body-parts	E0.6	fully-qualified
1F4AA 1F3FB	flexed biceps: light skin tone	People & Body	body-parts	E1.0	fully-qualified
1F4AA 1F3FC	flexed biceps: medium-light skin tone	People & Body	body-parts	E1.0	fully-qualified
1F4AA 1F3FD	flexed biceps: medium skin tone	People & Body	body-parts	E1.0	fully-qualified
1F4AA 1F3FE	flexed biceps: medium-dark skin tone	People & Body	body-parts	E1.0	fully-qualified
1F4AA 1F3FF	flexed biceps: dark skin tone	People & Body	body-parts	E1.0	fully-qualified
1F9BE	mechanical arm	People & Body	body-parts	E12.0	fully-qualified
1F9BF	mechanical leg	People & Body	body-parts	E12.0	fully-qualified
1F9B5	leg	People & Body	body-parts	E11.0	fully-qualified
1F9B5 1F3FB	leg: light skin tone	People & Body	body-parts	E11.0	fully-qualified
1F9B5 1F3FC	leg: medium-light skin tone	People & Body	body-parts	E11.0	fully-qualified
1F9B5 1F3FD	leg: medium skin tone	People & Body	body-parts	E11.0	fully-qualified
1F9B5 1F3FE	leg: medium-dark skin tone	People & Body	body-parts	E11.0	fully-qualified
1F9B5 1F3FF	leg: dark skin tone	People & Body	body-parts	E11.0	fully-qualified
1F9B6	foot	People & Body	body-parts	E11.0	fully-qualified
1F9B6 1F3FB	foot: light skin tone	People & Body	body-parts	E11.0	fully-qualified
1F9B6 1F3FC	foot: medium-light skin tone	People & Body	body-parts	E11.0	fully-qualified
1F9B6 1F3FD	foot: medium skin tone	People & Body	body-parts	E11.0	fully-qualified
1F9B6 1F3FE	foot: medium-dark skin tone	People & Body	body-parts	E11.0	fully-qualified
1F9B6 1F3FF	foot: dark skin tone	People & Body	body-parts	E11.0	fully-qualified
1F442	ear	People & Body	body-parts	E0.6	fully-qualified
1F442 1F3FB	ear: light skin tone	People & Body	body-parts	E1.0	fully-qualified
1F442 1F3FC	ear: medium-light skin tone	People & Body	body-parts	E1.0	fully-qualified
1F442 1F3FD	ear: medium skin tone	People & Body	body-parts	E1.0	fully-qualified
1F442 1F3FE	ear: medium-dark skin tone	People & Body	body-parts	E1.0	fully-qualified
1F442 1F3FF	ear: dark skin tone	People & Body	body-parts	E1.0	fully-qualified
1F9BB	ear with hearing aid	People & Body	body-parts	E12.0	fully-qualified
1F9BB 1F3FB	ear with hearing aid: light skin tone	People & Body	body-parts	E12.0	fully-qualified
1F9BB 1F3FC	ear with hearing aid: medium-light skin tone	People & Body	body-parts	E12.0	fully-qualified
1F9BB 1F3FD	ear with hearing aid: medium skin tone	People & Body	body-parts	E12.0	fully-qualified
1F9BB 1F3FE	ear with hearing aid: medium-dark skin tone	People & Body	body-parts	E12.0	fully-qualified
1F9BB 1F3FF	ear with hearing aid: dark skin tone	People & Body	body-parts	E12.0	fully-qualified
1F443	nose	People & Body	body-parts	E0.6	fully-qualified
1F443 1F3FB	nose: light skin tone	People & Body	body-parts	E1.0	fully-qualified
1F443 1F3FC	nose: medium-light skin tone	People & Body	body-parts	E1.0	fully-qualified
1F443 1F3FD	nose: medium skin tone	People & Body	body-parts	E1.0	fully-qualified
1F443 1F3FE	nose: medium-dark skin tone	People & Body	body-parts	E1.0	fully-qualified
1F443 1F3FF	nose: dark skin tone	People & Body	body-parts	E1.0	fully-qualified
1F9E0	brain	People & Body	body-parts	E5.0	fully-qualified
1FAC0	anatomical heart	People & Body	body-parts	E13.0	fully-qualified
1FAC1	lungs	People & Body	body-parts	E13.0	fully-qualified
1F9B7	tooth	People & Body	body-parts	E11.0	fully-qualified
1F9B4	bone	People & Body	body-parts	E11.0	fully-qualified
1F440	eyes	People & Body	body-parts	E0.6	fully-qualified
1F441 FE0F	eye	People & Body	body-parts	E0.7	fully-qualified
1F445	tongue	People & Body	body-parts	E0.6	fully-qualified
1F444	mouth	People & Body	body-parts	E0.6	fully-qualified
1FAE6	biting lip	People & Body	body-parts	E14.0	fully-qualified
1F476	baby	People & Body	person	E0.6	fully-qualified
1F476 1F3FB	baby: light skin tone	People & Body	person	E1.0	fully-qualified
1F476 1F3FC	baby: medium-light skin tone	People & Body	person	E1.0	fully-qualified
1F476 1F3FD	baby: medium skin tone	People & Body	person	E1.0	fully-qualified
1F476 1F3FE	baby: medium-dark skin tone	People & Body	person	E1.0	fully-qualified
1F476 1F3FF	baby: dark skin tone	People & Body	person	E1.0	fully-qualified
1F9D2	child	People & Body	person	E5.0	fully-qualified
1F9D2 1F3FB	child: light skin tone	People & Body	person	E5.0	fully-qualified
1F9D2 1F3FC	child: medium-light skin tone	People & Body	person	E5.0	fully-qualified
1F9D2 1F3FD	child: medium skin tone	People & Body	person	E5.0	fully-qualified
1F9D2 1F3FE	child: medium-dark skin tone	People & Body	person	E5.0	fully-qualified
1F9D2 1F3FF	child: dark skin tone	People & Body	person	E5.0	fully-qualified
1F466	boy	People & Body	person	E0.6	fully-qualified
1F466 1F3FB	boy: light skin tone	People & Body	person	E1.0	fully-qualified
1F466 1F3FC	boy: medium-light skin tone	People & Body	person	E1.0	fully-qualified
1F466 1F3FD	boy: medium skin tone	People & Body	person	E1.0	fully-qualified
